Date,Borderpoint,Exit,Entry,Gas Trade Flow(Million cubic metres
12/01/2015,Tegelen (OGE),Netherlands,Germany,3
01/01/2016,Tegelen (OGE),Netherlands,Germany,5
02/01/2016,Tegelen (OGE),Netherlands,Germany,5
03/01/2016,Tegelen (OGE),Netherlands,Germany,4
04/01/2016,Tegelen (OGE),Netherlands,Germany,0
05/01/2016,Tegelen (OGE),Netherlands,Germany,0
06/01/2016,Tegelen (OGE),Netherlands,Germany,0
07/01/2016,Tegelen (OGE),Netherlands,Germany,0
08/01/2016,Tegelen (OGE),Netherlands,Germany,0
09/01/2016,Tegelen (OGE),Netherlands,Germany,0
10/01/2016,Tegelen (OGE),Netherlands,Germany,0
11/01/2016,Tegelen (OGE),Netherlands,Germany,4
12/01/2016,Tegelen (OGE),Netherlands,Germany,5
01/01/2017,Tegelen (OGE),Netherlands,Germany,6
02/01/2017,Tegelen (OGE),Netherlands,Germany,4
03/01/2017,Tegelen (OGE),Netherlands,Germany,3
04/01/2017,Tegelen (OGE),Netherlands,Germany,0
05/01/2017,Tegelen (OGE),Netherlands,Germany,0
06/01/2017,Tegelen (OGE),Netherlands,Germany,0
07/01/2017,Tegelen (OGE),Netherlands,Germany,0
08/01/2017,Tegelen (OGE),Netherlands,Germany,0
09/01/2017,Tegelen (OGE),Netherlands,Germany,0
10/01/2017,Tegelen (OGE),Netherlands,Germany,0
11/01/2017,Tegelen (OGE),Netherlands,Germany,4
12/01/2017,Tegelen (OGE),Netherlands,Germany,5
01/01/2018,Tegelen (OGE),Netherlands,Germany,5
02/01/2018,Tegelen (OGE),Netherlands,Germany,6
03/01/2018,Tegelen (OGE),Netherlands,Germany,5
04/01/2018,Tegelen (OGE),Netherlands,Germany,0
05/01/2018,Tegelen (OGE),Netherlands,Germany,0
06/01/2018,Tegelen (OGE),Netherlands,Germany,0
07/01/2018,Tegelen (OGE),Netherlands,Germany,0
08/01/2018,Tegelen (OGE),Netherlands,Germany,0
09/01/2018,Tegelen (OGE),Netherlands,Germany,0
10/01/2018,Tegelen (OGE),Netherlands,Germany,0
11/01/2018,Tegelen (OGE),Netherlands,Germany,4
12/01/2018,Tegelen (OGE),Netherlands,Germany,5
01/01/2019,Tegelen (OGE),Netherlands,Germany,0
02/01/2019,Tegelen (OGE),Netherlands,Germany,0
03/01/2019,Tegelen (OGE),Netherlands,Germany,0
04/01/2019,Tegelen (OGE),Netherlands,Germany,0
05/01/2019,Tegelen (OGE),Netherlands,Germany,0
06/01/2019,Tegelen (OGE),Netherlands,Germany,0
07/01/2019,Tegelen (OGE),Netherlands,Germany,0
08/01/2019,Tegelen (OGE),Netherlands,Germany,0
09/01/2019,Tegelen (OGE),Netherlands,Germany,1
10/01/2019,Tegelen (OGE),Netherlands,Germany,0
11/01/2019,Tegelen (OGE),Netherlands,Germany,3
12/01/2019,Tegelen (OGE),Netherlands,Germany,4
01/01/2020,Tegelen (OGE),Netherlands,Germany,4
02/01/2020,Tegelen (OGE),Netherlands,Germany,4
03/01/2020,Tegelen (OGE),Netherlands,Germany,3
04/01/2020,Tegelen (OGE),Netherlands,Germany,0
05/01/2020,Tegelen (OGE),Netherlands,Germany,3
06/01/2020,Tegelen (OGE),Netherlands,Germany,1
07/01/2020,Tegelen (OGE),Netherlands,Germany,0
08/01/2020,Tegelen (OGE),Netherlands,Germany,0
09/01/2020,Tegelen (OGE),Netherlands,Germany,0
10/01/2020,Tegelen (OGE),Netherlands,Germany,0
11/01/2020,Tegelen (OGE),Netherlands,Germany,3
12/01/2020,Tegelen (OGE),Netherlands,Germany,4
01/01/2021,Tegelen (OGE),Netherlands,Germany,5
02/01/2021,Tegelen (OGE),Netherlands,Germany,3
03/01/2021,Tegelen (OGE),Netherlands,Germany,0
04/01/2021,Tegelen (OGE),Netherlands,Germany,0
05/01/2021,Tegelen (OGE),Netherlands,Germany,0
06/01/2021,Tegelen (OGE),Netherlands,Germany,0
07/01/2021,Tegelen (OGE),Netherlands,Germany,0
08/01/2021,Tegelen (OGE),Netherlands,Germany,0
09/01/2021,Tegelen (OGE),Netherlands,Germany,0
10/01/2021,Tegelen (OGE),Netherlands,Germany,1
11/01/2021,Tegelen (OGE),Netherlands,Germany,4
12/01/2021,Tegelen (OGE),Netherlands,Germany,4
01/01/2022,Tegelen (OGE),Netherlands,Germany,5
02/01/2022,Tegelen (OGE),Netherlands,Germany,4
03/01/2022,Tegelen (OGE),Netherlands,Germany,3
04/01/2022,Tegelen (OGE),Netherlands,Germany,0
05/01/2022,Tegelen (OGE),Netherlands,Germany,0
06/01/2022,Tegelen (OGE),Netherlands,Germany,0
07/01/2022,Tegelen (OGE),Netherlands,Germany,0
08/01/2022,Tegelen (OGE),Netherlands,Germany,0
09/01/2022,Tegelen (OGE),Netherlands,Germany,0
10/01/2022,Tegelen (OGE),Netherlands,Germany,0
11/01/2022,Tegelen (OGE),Netherlands,Germany,2
12/01/2022,Tegelen (OGE),Netherlands,Germany,4
10/01/2008,Uberackern,Austria,Germany,46
11/01/2008,Uberackern,Austria,Germany,51
12/01/2008,Uberackern,Austria,Germany,82
01/01/2009,Uberackern,Austria,Germany,111
02/01/2009,Uberackern,Austria,Germany,87
03/01/2009,Uberackern,Austria,Germany,85
04/01/2009,Uberackern,Austria,Germany,52
05/01/2009,Uberackern,Austria,Germany,23
06/01/2009,Uberackern,Austria,Germany,31
07/01/2009,Uberackern,Austria,Germany,64
08/01/2009,Uberackern,Austria,Germany,65
09/01/2009,Uberackern,Austria,Germany,69
10/01/2009,Uberackern,Austria,Germany,77
11/01/2009,Uberackern,Austria,Germany,66
12/01/2009,Uberackern,Austria,Germany,69
01/01/2010,Uberackern,Austria,Germany,75
02/01/2010,Uberackern,Austria,Germany,61
03/01/2010,Uberackern,Austria,Germany,82
04/01/2010,Uberackern,Austria,Germany,83
05/01/2010,Uberackern,Austria,Germany,57
06/01/2010,Uberackern,Austria,Germany,38
07/01/2010,Uberackern,Austria,Germany,21
08/01/2010,Uberackern,Austria,Germany,17
09/01/2010,Uberackern,Austria,Germany,15
10/01/2010,Uberackern,Austria,Germany,77
11/01/2010,Uberackern,Austria,Germany,65
12/01/2010,Uberackern,Austria,Germany,69
01/01/2011,Uberackern,Austria,Germany,64
02/01/2011,Uberackern,Austria,Germany,57
03/01/2011,Uberackern,Austria,Germany,56
04/01/2011,Uberackern,Austria,Germany,68
05/01/2011,Uberackern,Austria,Germany,73
06/01/2011,Uberackern,Austria,Germany,85
07/01/2011,Uberackern,Austria,Germany,65
08/01/2011,Uberackern,Austria,Germany,35
09/01/2011,Uberackern,Austria,Germany,39
10/01/2011,Uberackern,Austria,Germany,105
11/01/2011,Uberackern,Austria,Germany,113
12/01/2011,Uberackern,Austria,Germany,115
01/01/2012,Uberackern,Austria,Germany,108
02/01/2012,Uberackern,Austria,Germany,207
03/01/2012,Uberackern,Austria,Germany,84
04/01/2012,Uberackern,Austria,Germany,68
05/01/2012,Uberackern,Austria,Germany,51
06/01/2012,Uberackern,Austria,Germany,59
07/01/2012,Uberackern,Austria,Germany,55
08/01/2012,Uberackern,Austria,Germany,30
09/01/2012,Uberackern,Austria,Germany,65
10/01/2012,Uberackern,Austria,Germany,141
11/01/2012,Uberackern,Austria,Germany,139
12/01/2012,Uberackern,Austria,Germany,165
01/01/2013,Uberackern,Austria,Germany,85
02/01/2013,Uberackern,Austria,Germany,63
03/01/2013,Uberackern,Austria,Germany,67
04/01/2013,Uberackern,Austria,Germany,52
05/01/2013,Uberackern,Austria,Germany,10
06/01/2013,Uberackern,Austria,Germany,8
07/01/2013,Uberackern,Austria,Germany,0
08/01/2013,Uberackern,Austria,Germany,10
09/01/2013,Uberackern,Austria,Germany,2
10/01/2013,Uberackern,Austria,Germany,0
11/01/2013,Uberackern,Austria,Germany,0
12/01/2013,Uberackern,Austria,Germany,0
01/01/2014,Uberackern,Austria,Germany,107
02/01/2014,Uberackern,Austria,Germany,8
03/01/2014,Uberackern,Austria,Germany,115
04/01/2014,Uberackern,Austria,Germany,1
05/01/2014,Uberackern,Austria,Germany,0
06/01/2014,Uberackern,Austria,Germany,0
07/01/2014,Uberackern,Austria,Germany,30
08/01/2014,Uberackern,Austria,Germany,0
09/01/2014,Uberackern,Austria,Germany,0
10/01/2014,Uberackern,Austria,Germany,0
11/01/2014,Uberackern,Austria,Germany,0
12/01/2014,Uberackern,Austria,Germany,1
01/01/2015,Uberackern,Austria,Germany,0
02/01/2015,Uberackern,Austria,Germany,0
03/01/2015,Uberackern,Austria,Germany,0
04/01/2015,Uberackern,Austria,Germany,0
05/01/2015,Uberackern,Austria,Germany,0
06/01/2015,Uberackern,Austria,Germany,0
07/01/2015,Uberackern,Austria,Germany,0
08/01/2015,Uberackern,Austria,Germany,0
09/01/2015,Uberackern,Austria,Germany,0
10/01/2015,Uberackern,Austria,Germany,1
11/01/2015,Uberackern,Austria,Germany,46
12/01/2015,Uberackern,Austria,Germany,68
01/01/2016,Uberackern,Austria,Germany,5
02/01/2016,Uberackern,Austria,Germany,0
03/01/2016,Uberackern,Austria,Germany,0
04/01/2016,Uberackern,Austria,Germany,0
05/01/2016,Uberackern,Austria,Germany,0
06/01/2016,Uberackern,Austria,Germany,0
07/01/2016,Uberackern,Austria,Germany,5
08/01/2016,Uberackern,Austria,Germany,0
09/01/2016,Uberackern,Austria,Germany,0
10/01/2016,Uberackern,Austria,Germany,18
11/01/2016,Uberackern,Austria,Germany,155
12/01/2016,Uberackern,Austria,Germany,0
01/01/2017,Uberackern,Austria,Germany,0
02/01/2017,Uberackern,Austria,Germany,0
03/01/2017,Uberackern,Austria,Germany,0
04/01/2017,Uberackern,Austria,Germany,0
05/01/2017,Uberackern,Austria,Germany,0
06/01/2017,Uberackern,Austria,Germany,0
07/01/2017,Uberackern,Austria,Germany,13
08/01/2017,Uberackern,Austria,Germany,84
09/01/2017,Uberackern,Austria,Germany,46
10/01/2017,Uberackern,Austria,Germany,7
11/01/2017,Uberackern,Austria,Germany,58
12/01/2017,Uberackern,Austria,Germany,0
01/01/2018,Uberackern,Austria,Germany,0
02/01/2018,Uberackern,Austria,Germany,0
03/01/2018,Uberackern,Austria,Germany,0
04/01/2018,Uberackern,Austria,Germany,0
05/01/2018,Uberackern,Austria,Germany,0
06/01/2018,Uberackern,Austria,Germany,7
07/01/2018,Uberackern,Austria,Germany,0
08/01/2018,Uberackern,Austria,Germany,0
09/01/2018,Uberackern,Austria,Germany,0
10/01/2018,Uberackern,Austria,Germany,2
11/01/2018,Uberackern,Austria,Germany,140
12/01/2018,Uberackern,Austria,Germany,141
01/01/2019,Uberackern,Austria,Germany,1
02/01/2019,Uberackern,Austria,Germany,0
03/01/2019,Uberackern,Austria,Germany,0
04/01/2019,Uberackern,Austria,Germany,0
05/01/2019,Uberackern,Austria,Germany,0
06/01/2019,Uberackern,Austria,Germany,0
07/01/2019,Uberackern,Austria,Germany,0
08/01/2019,Uberackern,Austria,Germany,0
09/01/2019,Uberackern,Austria,Germany,0
10/01/2019,Uberackern,Austria,Germany,0
11/01/2019,Uberackern,Austria,Germany,8
12/01/2019,Uberackern,Austria,Germany,25
01/01/2020,Uberackern,Austria,Germany,1
02/01/2020,Uberackern,Austria,Germany,0
03/01/2020,Uberackern,Austria,Germany,0
04/01/2020,Uberackern,Austria,Germany,26
05/01/2020,Uberackern,Austria,Germany,2
06/01/2020,Uberackern,Austria,Germany,0
07/01/2020,Uberackern,Austria,Germany,0
08/01/2020,Uberackern,Austria,Germany,0
09/01/2020,Uberackern,Austria,Germany,4
10/01/2020,Uberackern,Austria,Germany,5
11/01/2020,Uberackern,Austria,Germany,4
12/01/2020,Uberackern,Austria,Germany,8
01/01/2021,Uberackern,Austria,Germany,1
02/01/2021,Uberackern,Austria,Germany,33
03/01/2021,Uberackern,Austria,Germany,0
04/01/2021,Uberackern,Austria,Germany,4
05/01/2021,Uberackern,Austria,Germany,0
06/01/2021,Uberackern,Austria,Germany,0
07/01/2021,Uberackern,Austria,Germany,0
08/01/2021,Uberackern,Austria,Germany,0
09/01/2021,Uberackern,Austria,Germany,0
10/01/2021,Uberackern,Austria,Germany,8
11/01/2021,Uberackern,Austria,Germany,36
12/01/2021,Uberackern,Austria,Germany,20
01/01/2022,Uberackern,Austria,Germany,0
02/01/2022,Uberackern,Austria,Germany,2
03/01/2022,Uberackern,Austria,Germany,4
04/01/2022,Uberackern,Austria,Germany,0
05/01/2022,Uberackern,Austria,Germany,0
06/01/2022,Uberackern,Austria,Germany,0
07/01/2022,Uberackern,Austria,Germany,0
08/01/2022,Uberackern,Austria,Germany,0
09/01/2022,Uberackern,Austria,Germany,3
10/01/2022,Uberackern,Austria,Germany,0
11/01/2022,Uberackern,Austria,Germany,15
12/01/2022,Uberackern,Austria,Germany,49
10/01/2008,Uberackern II,Austria,Germany,121
11/01/2008,Uberackern II,Austria,Germany,135
12/01/2008,Uberackern II,Austria,Germany,217
01/01/2009,Uberackern II,Austria,Germany,294
02/01/2009,Uberackern II,Austria,Germany,229
03/01/2009,Uberackern II,Austria,Germany,224
04/01/2009,Uberackern II,Austria,Germany,138
05/01/2009,Uberackern II,Austria,Germany,62
06/01/2009,Uberackern II,Austria,Germany,83
07/01/2009,Uberackern II,Austria,Germany,170
08/01/2009,Uberackern II,Austria,Germany,172
09/01/2009,Uberackern II,Austria,Germany,183
10/01/2009,Uberackern II,Austria,Germany,204
11/01/2009,Uberackern II,Austria,Germany,174
12/01/2009,Uberackern II,Austria,Germany,183
01/01/2010,Uberackern II,Austria,Germany,197
02/01/2010,Uberackern II,Austria,Germany,162
03/01/2010,Uberackern II,Austria,Germany,216
04/01/2010,Uberackern II,Austria,Germany,218
05/01/2010,Uberackern II,Austria,Germany,152
06/01/2010,Uberackern II,Austria,Germany,101
07/01/2010,Uberackern II,Austria,Germany,56
08/01/2010,Uberackern II,Austria,Germany,46
09/01/2010,Uberackern II,Austria,Germany,40
10/01/2010,Uberackern II,Austria,Germany,203
11/01/2010,Uberackern II,Austria,Germany,172
12/01/2010,Uberackern II,Austria,Germany,183
01/01/2011,Uberackern II,Austria,Germany,169
02/01/2011,Uberackern II,Austria,Germany,152
03/01/2011,Uberackern II,Austria,Germany,147
04/01/2011,Uberackern II,Austria,Germany,179
05/01/2011,Uberackern II,Austria,Germany,192
06/01/2011,Uberackern II,Austria,Germany,225
07/01/2011,Uberackern II,Austria,Germany,173
08/01/2011,Uberackern II,Austria,Germany,92
09/01/2011,Uberackern II,Austria,Germany,102
10/01/2011,Uberackern II,Austria,Germany,278
11/01/2011,Uberackern II,Austria,Germany,299
12/01/2011,Uberackern II,Austria,Germany,305
01/01/2012,Uberackern II,Austria,Germany,286
02/01/2012,Uberackern II,Austria,Germany,547
03/01/2012,Uberackern II,Austria,Germany,222
04/01/2012,Uberackern II,Austria,Germany,181
05/01/2012,Uberackern II,Austria,Germany,135
06/01/2012,Uberackern II,Austria,Germany,157
07/01/2012,Uberackern II,Austria,Germany,144
08/01/2012,Uberackern II,Austria,Germany,80
09/01/2012,Uberackern II,Austria,Germany,172
10/01/2012,Uberackern II,Austria,Germany,373
11/01/2012,Uberackern II,Austria,Germany,367
12/01/2012,Uberackern II,Austria,Germany,436
01/01/2013,Uberackern II,Austria,Germany,5
02/01/2013,Uberackern II,Austria,Germany,0
03/01/2013,Uberackern II,Austria,Germany,0
04/01/2013,Uberackern II,Austria,Germany,85
05/01/2013,Uberackern II,Austria,Germany,228
06/01/2013,Uberackern II,Austria,Germany,246
07/01/2013,Uberackern II,Austria,Germany,296
08/01/2013,Uberackern II,Austria,Germany,244
09/01/2013,Uberackern II,Austria,Germany,194
10/01/2013,Uberackern II,Austria,Germany,1
11/01/2013,Uberackern II,Austria,Germany,0
12/01/2013,Uberackern II,Austria,Germany,0
01/01/2014,Uberackern II,Austria,Germany,0
02/01/2014,Uberackern II,Austria,Germany,0
03/01/2014,Uberackern II,Austria,Germany,33
04/01/2014,Uberackern II,Austria,Germany,219
05/01/2014,Uberackern II,Austria,Germany,261
06/01/2014,Uberackern II,Austria,Germany,72
07/01/2014,Uberackern II,Austria,Germany,106
08/01/2014,Uberackern II,Austria,Germany,169
09/01/2014,Uberackern II,Austria,Germany,23
10/01/2014,Uberackern II,Austria,Germany,1
11/01/2014,Uberackern II,Austria,Germany,0
12/01/2014,Uberackern II,Austria,Germany,14
01/01/2015,Uberackern II,Austria,Germany,97
02/01/2015,Uberackern II,Austria,Germany,69
03/01/2015,Uberackern II,Austria,Germany,45
04/01/2015,Uberackern II,Austria,Germany,44
05/01/2015,Uberackern II,Austria,Germany,148
06/01/2015,Uberackern II,Austria,Germany,140
07/01/2015,Uberackern II,Austria,Germany,114
08/01/2015,Uberackern II,Austria,Germany,145
09/01/2015,Uberackern II,Austria,Germany,174
10/01/2015,Uberackern II,Austria,Germany,146
11/01/2015,Uberackern II,Austria,Germany,70
12/01/2015,Uberackern II,Austria,Germany,61
01/01/2016,Uberackern II,Austria,Germany,16
02/01/2016,Uberackern II,Austria,Germany,20
03/01/2016,Uberackern II,Austria,Germany,112
04/01/2016,Uberackern II,Austria,Germany,100
05/01/2016,Uberackern II,Austria,Germany,115
06/01/2016,Uberackern II,Austria,Germany,210
07/01/2016,Uberackern II,Austria,Germany,189
08/01/2016,Uberackern II,Austria,Germany,65
09/01/2016,Uberackern II,Austria,Germany,46
10/01/2016,Uberackern II,Austria,Germany,42
11/01/2016,Uberackern II,Austria,Germany,659
12/01/2016,Uberackern II,Austria,Germany,102
01/01/2017,Uberackern II,Austria,Germany,47
02/01/2017,Uberackern II,Austria,Germany,7
03/01/2017,Uberackern II,Austria,Germany,15
04/01/2017,Uberackern II,Austria,Germany,90
05/01/2017,Uberackern II,Austria,Germany,184
06/01/2017,Uberackern II,Austria,Germany,143
07/01/2017,Uberackern II,Austria,Germany,246
08/01/2017,Uberackern II,Austria,Germany,366
09/01/2017,Uberackern II,Austria,Germany,246
10/01/2017,Uberackern II,Austria,Germany,147
11/01/2017,Uberackern II,Austria,Germany,118
12/01/2017,Uberackern II,Austria,Germany,39
01/01/2018,Uberackern II,Austria,Germany,117
02/01/2018,Uberackern II,Austria,Germany,34
03/01/2018,Uberackern II,Austria,Germany,53
04/01/2018,Uberackern II,Austria,Germany,275
05/01/2018,Uberackern II,Austria,Germany,270
06/01/2018,Uberackern II,Austria,Germany,106
07/01/2018,Uberackern II,Austria,Germany,142
08/01/2018,Uberackern II,Austria,Germany,102
09/01/2018,Uberackern II,Austria,Germany,99
10/01/2018,Uberackern II,Austria,Germany,303
11/01/2018,Uberackern II,Austria,Germany,255
12/01/2018,Uberackern II,Austria,Germany,130
01/01/2019,Uberackern II,Austria,Germany,153
02/01/2019,Uberackern II,Austria,Germany,166
03/01/2019,Uberackern II,Austria,Germany,118
04/01/2019,Uberackern II,Austria,Germany,176
05/01/2019,Uberackern II,Austria,Germany,63
06/01/2019,Uberackern II,Austria,Germany,13
07/01/2019,Uberackern II,Austria,Germany,65
08/01/2019,Uberackern II,Austria,Germany,20
09/01/2019,Uberackern II,Austria,Germany,1
10/01/2019,Uberackern II,Austria,Germany,8
11/01/2019,Uberackern II,Austria,Germany,64
12/01/2019,Uberackern II,Austria,Germany,12
01/01/2020,Uberackern II,Austria,Germany,1
02/01/2020,Uberackern II,Austria,Germany,11
03/01/2020,Uberackern II,Austria,Germany,35
04/01/2020,Uberackern II,Austria,Germany,49
05/01/2020,Uberackern II,Austria,Germany,67
06/01/2020,Uberackern II,Austria,Germany,2
07/01/2020,Uberackern II,Austria,Germany,18
08/01/2020,Uberackern II,Austria,Germany,0
09/01/2020,Uberackern II,Austria,Germany,34
10/01/2020,Uberackern II,Austria,Germany,64
11/01/2020,Uberackern II,Austria,Germany,114
12/01/2020,Uberackern II,Austria,Germany,54
01/01/2021,Uberackern II,Austria,Germany,0
02/01/2021,Uberackern II,Austria,Germany,45
03/01/2021,Uberackern II,Austria,Germany,2
04/01/2021,Uberackern II,Austria,Germany,23
05/01/2021,Uberackern II,Austria,Germany,0
06/01/2021,Uberackern II,Austria,Germany,2
07/01/2021,Uberackern II,Austria,Germany,31
08/01/2021,Uberackern II,Austria,Germany,10
09/01/2021,Uberackern II,Austria,Germany,15
10/01/2021,Uberackern II,Austria,Germany,3
11/01/2021,Uberackern II,Austria,Germany,28
12/01/2021,Uberackern II,Austria,Germany,50
01/01/2022,Uberackern II,Austria,Germany,5
02/01/2022,Uberackern II,Austria,Germany,1
03/01/2022,Uberackern II,Austria,Germany,0
04/01/2022,Uberackern II,Austria,Germany,2
05/01/2022,Uberackern II,Austria,Germany,0
06/01/2022,Uberackern II,Austria,Germany,0
07/01/2022,Uberackern II,Austria,Germany,0
08/01/2022,Uberackern II,Austria,Germany,2
09/01/2022,Uberackern II,Austria,Germany,5
10/01/2022,Uberackern II,Austria,Germany,0
11/01/2022,Uberackern II,Austria,Germany,0
12/01/2022,Uberackern II,Austria,Germany,1
10/01/2008,Vlieghuis (RWE),Netherlands,Germany,0
11/01/2008,Vlieghuis (RWE),Netherlands,Germany,0
12/01/2008,Vlieghuis (RWE),Netherlands,Germany,0
01/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
02/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
03/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
04/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
05/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
06/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
07/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
08/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
09/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
10/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
11/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
12/01/2009,Vlieghuis (RWE),Netherlands,Germany,0
01/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
02/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
03/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
04/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
05/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
06/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
07/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
08/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
09/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
10/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
11/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
12/01/2010,Vlieghuis (RWE),Netherlands,Germany,0
01/01/2011,Vlieghuis (RWE),Netherlands,Germany,1
02/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
03/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
04/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
05/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
06/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
07/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
08/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
09/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
10/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
11/01/2011,Vlieghuis (RWE),Netherlands,Germany,0
12/01/2011,Vlieghuis (RWE),Netherlands,Germany,53
01/01/2012,Vlieghuis (RWE),Netherlands,Germany,39
02/01/2012,Vlieghuis (RWE),Netherlands,Germany,47
03/01/2012,Vlieghuis (RWE),Netherlands,Germany,13
04/01/2012,Vlieghuis (RWE),Netherlands,Germany,23
05/01/2012,Vlieghuis (RWE),Netherlands,Germany,5
06/01/2012,Vlieghuis (RWE),Netherlands,Germany,18
07/01/2012,Vlieghuis (RWE),Netherlands,Germany,13
08/01/2012,Vlieghuis (RWE),Netherlands,Germany,33
09/01/2012,Vlieghuis (RWE),Netherlands,Germany,26
10/01/2012,Vlieghuis (RWE),Netherlands,Germany,26
11/01/2012,Vlieghuis (RWE),Netherlands,Germany,43
12/01/2012,Vlieghuis (RWE),Netherlands,Germany,34
01/01/2013,Vlieghuis (RWE),Netherlands,Germany,30
02/01/2013,Vlieghuis (RWE),Netherlands,Germany,39
03/01/2013,Vlieghuis (RWE),Netherlands,Germany,6
04/01/2013,Vlieghuis (RWE),Netherlands,Germany,15
05/01/2013,Vlieghuis (RWE),Netherlands,Germany,12
06/01/2013,Vlieghuis (RWE),Netherlands,Germany,2
07/01/2013,Vlieghuis (RWE),Netherlands,Germany,24
08/01/2013,Vlieghuis (RWE),Netherlands,Germany,23
09/01/2013,Vlieghuis (RWE),Netherlands,Germany,53
10/01/2013,Vlieghuis (RWE),Netherlands,Germany,38
11/01/2013,Vlieghuis (RWE),Netherlands,Germany,38
12/01/2013,Vlieghuis (RWE),Netherlands,Germany,12
01/01/2014,Vlieghuis (RWE),Netherlands,Germany,21
02/01/2014,Vlieghuis (RWE),Netherlands,Germany,13
03/01/2014,Vlieghuis (RWE),Netherlands,Germany,7
04/01/2014,Vlieghuis (RWE),Netherlands,Germany,27
05/01/2014,Vlieghuis (RWE),Netherlands,Germany,3
06/01/2014,Vlieghuis (RWE),Netherlands,Germany,1
07/01/2014,Vlieghuis (RWE),Netherlands,Germany,1
08/01/2014,Vlieghuis (RWE),Netherlands,Germany,0
09/01/2014,Vlieghuis (RWE),Netherlands,Germany,29
10/01/2014,Vlieghuis (RWE),Netherlands,Germany,29
11/01/2014,Vlieghuis (RWE),Netherlands,Germany,18
12/01/2014,Vlieghuis (RWE),Netherlands,Germany,5
01/01/2015,Vlieghuis (RWE),Netherlands,Germany,16
02/01/2015,Vlieghuis (RWE),Netherlands,Germany,9
03/01/2015,Vlieghuis (RWE),Netherlands,Germany,8
04/01/2015,Vlieghuis (RWE),Netherlands,Germany,0
05/01/2015,Vlieghuis (RWE),Netherlands,Germany,0
06/01/2015,Vlieghuis (RWE),Netherlands,Germany,1
07/01/2015,Vlieghuis (RWE),Netherlands,Germany,30
08/01/2015,Vlieghuis (RWE),Netherlands,Germany,6
09/01/2015,Vlieghuis (RWE),Netherlands,Germany,17
10/01/2015,Vlieghuis (RWE),Netherlands,Germany,30
11/01/2015,Vlieghuis (RWE),Netherlands,Germany,46
12/01/2015,Vlieghuis (RWE),Netherlands,Germany,22
01/01/2016,Vlieghuis (RWE),Netherlands,Germany,56
02/01/2016,Vlieghuis (RWE),Netherlands,Germany,36
03/01/2016,Vlieghuis (RWE),Netherlands,Germany,43
04/01/2016,Vlieghuis (RWE),Netherlands,Germany,37
05/01/2016,Vlieghuis (RWE),Netherlands,Germany,40
06/01/2016,Vlieghuis (RWE),Netherlands,Germany,27
07/01/2016,Vlieghuis (RWE),Netherlands,Germany,40
08/01/2016,Vlieghuis (RWE),Netherlands,Germany,79
09/01/2016,Vlieghuis (RWE),Netherlands,Germany,124
10/01/2016,Vlieghuis (RWE),Netherlands,Germany,140
11/01/2016,Vlieghuis (RWE),Netherlands,Germany,93
12/01/2016,Vlieghuis (RWE),Netherlands,Germany,133
01/01/2017,Vlieghuis (RWE),Netherlands,Germany,135
02/01/2017,Vlieghuis (RWE),Netherlands,Germany,64
03/01/2017,Vlieghuis (RWE),Netherlands,Germany,77
04/01/2017,Vlieghuis (RWE),Netherlands,Germany,55
05/01/2017,Vlieghuis (RWE),Netherlands,Germany,75
06/01/2017,Vlieghuis (RWE),Netherlands,Germany,68
07/01/2017,Vlieghuis (RWE),Netherlands,Germany,113
08/01/2017,Vlieghuis (RWE),Netherlands,Germany,46
09/01/2017,Vlieghuis (RWE),Netherlands,Germany,66
10/01/2017,Vlieghuis (RWE),Netherlands,Germany,70
11/01/2017,Vlieghuis (RWE),Netherlands,Germany,116
12/01/2017,Vlieghuis (RWE),Netherlands,Germany,43
